Property State,Property County,Property City,Property Zip,Originating Mortgagee Sponsor Originator,Originating Mortgagee Number,Sponsor Name,Sponsor_Number,Sponsor Originator,Current Servicer ID,Previous Servicer,Hecm Type,Rate Type,Interest Rate,Initial Principal Limit,Maximum Claim Amount,Endorsement Year,Endorsement Month
OR,DESCHUTES,BEND,97702,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm Traditional,Adjustable,1.945,457240.5,822375,2021,11
OR,DESCHUTES,BEND,97702,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.58,513600,800000,2021,11
OR,DESCHUTES,BEND,97703,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.205,321600,600000,2021,11
OR,DESCHUTES,BEND,97707,NORTHWEST REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,NORTHWEST REVERSE MORTGAGE,1142500001,3116900000,Hecm Traditional,Adjustable,2.07,233415,399000,2021,11
OR,DESCHUTES,LA PINE,97739,AMERICAN PACIFIC MORTGAGE,79927,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm for Refinance,Adjustable,2.455,229075,425000,2021,11
OR,DESCHUTES,LA PINE,97739,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,2.58,174825,315000,2021,11
OR,DESCHUTES,REDMOND,97756,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.2,429300,675000,2021,11
OR,DESCHUTES,REDMOND,97756,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.07,303520,560000,2021,11
OR,DESCHUTES,REDMOND,97756,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.32,286760,535000,2021,11
OR,DESCHUTES,REDMOND,97756,MANN MORTGAGE LLC,73860,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,7386001069,Hecm Traditional,Fixed,3.56,415318,739000,2021,11
OR,DESCHUTES,REDMOND,97756,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001125,Hecm for Refinance,Adjustable,1.95,279650,470000,2021,11
OR,DESCHUTES,REDMOND,97756,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000962,Hecm Traditional,Adjustable,1.93,457240.5,822375,2021,11
OR,DESCHUTES,REDMOND,97756,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000273,Hecm for Refinance,Adjustable,1.68,400320,695000,2021,11
OR,DESCHUTES,SISTERS,97759,PREMIER MORTGAGE RESOURCES LLC,Not Available,AMERICAN ADVISORS GROUP,22823,PREMIER MORTGAGE RESOURCES LLC,2282300018,2282300003,Hecm Traditional,Adjustable,2.61,207750,375000,2021,11
OR,DESCHUTES,SISTERS,97759,"LOANDEPOT.COM, LLC",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"LOANDEPOT.COM, LLC",1142500001,2124900009,Hecm Traditional,Adjustable,2.07,316713,579000,2021,11
OR,JACKSON,CENTRAL POINT,97502,"ENNKAR, INC.",Not Available,PHH MORTGAGE CORPORATION,30275,"ENNKAR, INC.",3027509990,3027510460,Hecm for Refinance,Adjustable,2.985,188640,360000,2021,11
OR,JACKSON,GOLD HILL,97525,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001031,Hecm Traditional,Adjustable,1.985,173749,293000,2021,11
OR,JACKSON,MEDFORD,97501,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Adjustable,2.33,182880,360000,2021,11
OR,JACKSON,MEDFORD,97501,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3027509990,3121500003,Hecm Traditional,Adjustable,1.88,252875,425000,2021,11
OR,JACKSON,MEDFORD,97501,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000165,Hecm for Refinance,Adjustable,1.66,262683,423000,2021,11
OR,JACKSON,MEDFORD,97504,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.49,448950,730000,2021,11
OR,JACKSON,MEDFORD,97504,HIGH TECH LENDING INC,24969,Not Available,Not Available,Not Available,1142500001,2496900000,Hecm for Refinance,Adjustable,2.34,239600,400000,2021,11
OR,JACKSON,SHADY COVE,97539,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm for Refinance,Adjustable,2.16,194400,360000,2021,11
OR,JACKSON,TALENT,97540,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001031,Hecm for Purchase,Fixed,3.06,397109.65,697908,2021,11
OR,JACKSON,WHITE CITY,97503,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001031,Hecm Traditional,Adjustable,2.235,159892,284000,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,PLATINUM FINANCIAL LLC,Not Available,AMERICAN ADVISORS GROUP,22823,PLATINUM FINANCIAL LLC,1142500001,2282300018,Hecm Traditional,Adjustable,2.58,255300,460000,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,PLATINUM FINANCIAL LLC,Not Available,AMERICAN ADVISORS GROUP,22823,PLATINUM FINANCIAL LLC,1142500001,2282300018,Hecm for Refinance,Fixed,3.56,265264,472000,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,PLATINUM FINANCIAL LLC,Not Available,AMERICAN ADVISORS GROUP,22823,PLATINUM FINANCIAL LLC,1142500001,2282300018,Hecm Traditional,Adjustable,2.33,486846,822375,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,INVESTMENT RESOURCES INC,Not Available,PHH MORTGAGE CORPORATION,30275,INVESTMENT RESOURCES INC,3027509990,3027510460,Hecm Traditional,Adjustable,2.235,204400,400000,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.91,149145,305000,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.85,319200,570000,2021,11
OR,JOSEPHINE,GRANTS PASS,97526,OPEN MORTGAGE LLC,21548,Not Available,Not Available,Not Available,1142500001,2154800002,Hecm for Refinance,Adjustable,1.945,269100,450000,2021,11
OR,JOSEPHINE,GRANTS PASS,97527,PLATINUM FINANCIAL LLC,Not Available,AMERICAN ADVISORS GROUP,22823,PLATINUM FINANCIAL LLC,2282300018,2282300003,Hecm for Refinance,Fixed,3.56,178784,296000,2021,11
OR,JOSEPHINE,GRANTS PASS,97527,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.92,207194,338000,2021,11
OR,JOSEPHINE,GRANTS PASS,97527,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118001031,Hecm for Refinance,Adjustable,2.39,175389,323000,2021,11
OR,JOSEPHINE,WOLF CREEK,97497,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,79507,FINANCE OF AMERICA REVERSE LLC,21249,Not Available,1142500001,2124900009,Hecm for Refinance,Fixed,3.31,215280,368000,2021,11
OR,KLAMATH,KLAMATH FALLS,97601,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.8,123280,230000,2021,11
OR,LANE,COTTAGE GROVE,97424,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.465,201135,345000,2021,11
OR,LANE,CRESWELL,97426,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.97,244071,423000,2021,11
OR,LANE,DORENA,97434,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.83,171410,305000,2021,11
OR,LANE,EUGENE,97401,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.89,392566,662000,2021,11
OR,LANE,EUGENE,97402,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.01,230280,380000,2021,11
OR,LANE,EUGENE,97402,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.31,367040,620000,2021,11
OR,LANE,EUGENE,97404,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.715,234013,383000,2021,11
OR,LANE,EUGENE,97404,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.26,177460,380000,2021,11
OR,LANE,EUGENE,97404,THE FEDERAL SAVINGS BANK,31074,Not Available,Not Available,Not Available,1142500001,3107400004,Hecm for Refinance,Adjustable,2.36,213120,370000,2021,11
OR,LANE,EUGENE,97405,"SOUTH RIVER MORTGAGE, LLC",Not Available,OPEN MORTGAGE LLC,21548,"SOUTH RIVER MORTGAGE, LLC",2154800002,0,Hecm Traditional,Adjustable,2.83,257950,550000,2021,11
OR,LANE,EUGENE,97405,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.45,393750,525000,2021,11
OR,LANE,EUGENE,97405,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000273,Hecm Traditional,Fixed,3.06,527964.75,822375,2021,11
OR,LANE,EUGENE,97408,"PRIMARY RESIDENTIAL MORTGAGE, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"PRIMARY RESIDENTIAL MORTGAGE, INC.",1142500001,2282300018,Hecm Traditional,Adjustable,2.59,270000,360000,2021,11
OR,LANE,FLORENCE,97439,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.06,234235,395000,2021,11
OR,LANE,OAKRIDGE,97463,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.9,156750,250000,2021,11
OR,LANE,SPRINGFIELD,97478,"ALL REVERSE MORTGAGE, INC.",26031,LONGBRIDGE FINANCIAL LLC,31169,Not Available,1142500001,3116900000,Hecm Traditional,Adjustable,1.695,194928,372000,2021,11
OR,LANE,SPRINGFIELD,97478,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,3121500003,0,Hecm for Refinance,Adjustable,1.83,307638,486000,2021,11
OR,LINCOLN,DEPOE BAY,97341,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.89,447590,715000,2021,11
OR,LINCOLN,NEWPORT,97366,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,1.715,176390,310000,2021,11
OR,LINCOLN,SOUTH BEACH,97366,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.235,311742,621000,2021,11
OR,LINCOLN,TOLEDO,97391,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.22,128568,243500,2021,11
OR,LINN,ALBANY,97322,"NUDGE FUNDING, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"NUDGE FUNDING, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.61,206766,378000,2021,11
OR,LINN,BROWNSVILLE,97327,"FIRST AMERICAN HOME LOANS, INC",Not Available,LONGBRIDGE FINANCIAL LLC,31169,"FIRST AMERICAN HOME LOANS, INC",1142500001,3116900000,Hecm Traditional,Adjustable,2.205,162165,285000,2021,11
OR,LINN,LEBANON,97355,COVENANT REVERSE MORTGAGE LLC,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,COVENANT REVERSE MORTGAGE LLC,1142500001,3118000005,Hecm for Refinance,Adjustable,2,188150,355000,2021,11
OR,LINN,SWEET HOME,97386,NORTHWEST REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,NORTHWEST REVERSE MORTGAGE,1142500001,3116900000,Hecm Traditional,Adjustable,1.83,149702,259000,2021,11
OR,MARION,KEIZER,97303,MORTGAGE FIRST CORPORATION,Not Available,PHH MORTGAGE CORPORATION,30275,MORTGAGE FIRST CORPORATION,3027509990,3027510460,Hecm for Refinance,Adjustable,1.61,311812,548000,2021,11
OR,MARION,KEIZER,97303,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.47,163344,332000,2021,11
OR,MARION,SALEM,97301,NORTHWEST REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,NORTHWEST REVERSE MORTGAGE,1142500001,3116900000,Hecm Traditional,Adjustable,2.33,197670,330000,2021,11
OR,MARION,SALEM,97305,ACCESS G T MORTGAGE INC.,Not Available,SUN WEST MORTGAGE CO INC,64438,ACCESS G T MORTGAGE INC.,6443809990,0,Hecm Traditional,Adjustable,2.14,230250,375000,2021,11
OR,MARION,SALEM,97305,HIGH TECH LENDING INC,24969,Not Available,Not Available,Not Available,1142500001,2496900000,Hecm for Refinance,Adjustable,1.86,219555,369000,2021,11
OR,MARION,SALEM,97306,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.735,387840,640000,2021,11
OR,MARION,SALEM,97317,MORTGAGE FIRST CORPORATION,Not Available,PHH MORTGAGE CORPORATION,30275,MORTGAGE FIRST CORPORATION,3027509990,3027510460,Hecm for Refinance,Adjustable,2.235,161856,281000,2021,11
OR,MARION,SUBLIMITY,97385,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000693,Hecm Traditional,Adjustable,1.81,258336,416000,2021,11
OR,MARION,WOODBURN,97071,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.32,192891,339000,2021,11
OR,MULTNOMAH,GRESHAM,97030,"ENNKAR, INC.",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"ENNKAR, INC.",1142500001,2124900009,Hecm for Refinance,Adjustable,2.33,234780,430000,2021,11
OR,MULTNOMAH,GRESHAM,97080,NORTHWEST REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,NORTHWEST REVERSE MORTGAGE,1142500001,3116900000,Hecm for Refinance,Adjustable,1.955,242760,420000,2021,11
OR,MULTNOMAH,GRESHAM,97080,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.85,325910,545000,2021,11
OR,MULTNOMAH,GRESHAM,97080,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.26,236919,453000,2021,11
OR,MULTNOMAH,PORTLAND,97202,"SOUTH RIVER MORTGAGE, LLC",Not Available,FINANCE OF AMERICA REVERSE LLC,21249,"SOUTH RIVER MORTGAGE, LLC",1142500001,2124900009,Hecm for Refinance,Adjustable,3.07,398112,696000,2021,11
OR,MULTNOMAH,PORTLAND,97203,GUILD MORTGAGE COMPANY,Not Available,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,GUILD MORTGAGE COMPANY,1142500001,0,Hecm for Refinance,Adjustable,2.34,287830,535000,2021,11
OR,MULTNOMAH,PORTLAND,97206,"INNOVATIVE HOME LOANS, LLC",Not Available,REVERSE MORTGAGE FUNDING LLC,31180,"INNOVATIVE HOME LOANS, LLC",1142500001,3118000005,Hecm for Refinance,Adjustable,1.82,264140,470000,2021,11
OR,MULTNOMAH,PORTLAND,97206,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000962,Hecm Traditional,Adjustable,1.89,301000,500000,2021,11
OR,MULTNOMAH,PORTLAND,97211,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.58,314525,575000,2021,11
OR,MULTNOMAH,PORTLAND,97212,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,1.86,445480,740000,2021,11
OR,MULTNOMAH,PORTLAND,97217,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.19,321750,550000,2021,11
OR,MULTNOMAH,PORTLAND,97218,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,2.235,355215,595000,2021,11
OR,MULTNOMAH,PORTLAND,97219,"INNOVATIVE HOME LOANS, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"INNOVATIVE HOME LOANS, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,2.235,299700,450000,2021,11
OR,MULTNOMAH,PORTLAND,97219,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,2282300018,2282300003,Hecm Traditional,Adjustable,1.88,373076,671000,2021,11
OR,MULTNOMAH,PORTLAND,97230,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",2282300018,2282300003,Hecm for Refinance,Adjustable,2.235,296100,420000,2021,11
OR,MULTNOMAH,PORTLAND,97266,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.715,289838,463000,2021,11
OR,MULTNOMAH,TROUTDALE,97060,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,Not Available,Not Available,1142500001,3118000693,Hecm for Refinance,Adjustable,1.57,340955,485000,2021,11
OR,MULTNOMAH,WOOD VILLAGE,97060,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.03,232088,433000,2021,11
OR,POLK,MONMOUTH,97361,"SOUTH RIVER MORTGAGE, LLC",Not Available,OPEN MORTGAGE LLC,21548,"SOUTH RIVER MORTGAGE, LLC",1142500001,2154800002,Hecm for Refinance,Adjustable,2.235,259600,440000,2021,11
OR,POLK,SALEM,97304,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.84,262695,415000,2021,11
OR,UMATILLA,UMATILLA,97882,AMERICAN PACIFIC MORTGAGE,79927,REVERSE MORTGAGE FUNDING LLC,31180,Not Available,1142500001,7992702260,Hecm Traditional,Fixed,3.93,130425,235000,2021,11
OR,WASHINGTON,ALOHA,97078,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.42,315315,585000,2021,11
OR,WASHINGTON,BEAVERTON,97005,"SOUTH RIVER MORTGAGE, LLC",Not Available,AMERICAN ADVISORS GROUP,22823,"SOUTH RIVER MORTGAGE, LLC",1142500001,2282300018,Hecm for Refinance,Adjustable,1.59,300150,450000,2021,11
OR,WASHINGTON,BEAVERTON,97007,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.86,328250,505000,2021,11
OR,WASHINGTON,BEAVERTON,97008,"BORBA INVESTMENTS, INC.",Not Available,MID AMERICA MORTGAGE INC.,38132,"BORBA INVESTMENTS, INC.",1142500001,3813210282,Hecm Traditional,Adjustable,1.985,139896,268000,2021,11
OR,WASHINGTON,BEAVERTON,97008,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.59,343434,629000,2021,11
OR,WASHINGTON,BEAVERTON,97078,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.57,261261,429000,2021,11
OR,WASHINGTON,CORNELIUS,97113,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.84,265860,420000,2021,11
OR,WASHINGTON,FOREST GROVE,97116,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.88,209734,422000,2021,11
OR,WASHINGTON,FOREST GROVE,97116,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.89,235676,443000,2021,11
OR,WASHINGTON,HILLSBORO,97123,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.86,296098,473000,2021,11
OR,WASHINGTON,HILLSBORO,97124,NORTHWEST REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,NORTHWEST REVERSE MORTGAGE,1142500001,3116900000,Hecm for Refinance,Adjustable,1.58,495069.75,822375,2021,11
OR,WASHINGTON,KING CITY,97224,NORTHWEST REVERSE MORTGAGE,Not Available,LONGBRIDGE FINANCIAL LLC,31169,NORTHWEST REVERSE MORTGAGE,1142500001,3116900000,Hecm for Refinance,Adjustable,1.57,231045,365000,2021,11
OR,WASHINGTON,SHERWOOD,97140,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.465,337995,555000,2021,11
OR,WASHINGTON,TIGARD,97223,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.54,331360,545000,2021,11
OR,WASHINGTON,TIGARD,97223,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm for Refinance,Adjustable,1.81,335314,557000,2021,11
OR,WASHINGTON,TIGARD,97223,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm for Refinance,Adjustable,1.59,362355,595000,2021,11
OR,WASHINGTON,TIGARD,97224,"MUTUAL OF OMAHA MORTGAGE, INC.",31215,Not Available,Not Available,Not Available,1142500001,0,Hecm Traditional,Adjustable,2.34,507870,810000,2021,11
OR,YAMHILL,MCMINNVILLE,97128,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,1.98,221279.5,383500,2021,11
OR,YAMHILL,NEWBERG,97132,"PRIMARY RESIDENTIAL MORTGAGE, INC.",Not Available,AMERICAN ADVISORS GROUP,22823,"PRIMARY RESIDENTIAL MORTGAGE, INC.",1142500001,2282300018,Hecm Traditional,Adjustable,1.59,500826.38,822375,2021,11
OR,YAMHILL,WILLAMINA,97396,NORTHWEST REVERSE MORTGAGE,Not Available,AMERICAN ADVISORS GROUP,22823,NORTHWEST REVERSE MORTGAGE,1142500001,2282300018,Hecm Traditional,Fixed,3.43,145981,253000,2021,11
PA,ALLEGHENY,ALLISON PARK,15101,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.57,180320,280000,2021,11
PA,ALLEGHENY,OAKDALE,15071,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.6,116250,186000,2021,11
PA,ALLEGHENY,PITTSBURGH,15208,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.14,145600,260000,2021,11
PA,ALLEGHENY,PITTSBURGH,15212,IRON CITY HOME FUNDING,Not Available,AMERICAN ADVISORS GROUP,22823,IRON CITY HOME FUNDING,1142500001,2282300018,Hecm Traditional,Adjustable,2.66,53222,89000,2021,11
PA,ALLEGHENY,PITTSBURGH,15214,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,1.83,97495,155000,2021,11
PA,BERKS,MERTZTOWN,19539,SENIOR LENDING CORPORATION,Not Available,FINANCE OF AMERICA REVERSE LLC,21249,SENIOR LENDING CORPORATION,1142500001,2124900009,Hecm Traditional,Adjustable,1.955,172487,287000,2021,11
PA,BERKS,READING,19606,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510460,Hecm Traditional,Adjustable,1.735,85068,153000,2021,11
PA,BLAIR,HOLLIDAYSBURG,16648,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.61,125800,200000,2021,11
PA,BLAIR,HOLLIDAYSBURG,16648,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027509990,Hecm Traditional,Adjustable,1.985,146880,255000,2021,11
PA,BUCKS,BRISTOL,19007,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm for Refinance,Adjustable,2.42,155100,235000,2021,11
PA,BUCKS,CHALFONT,18914,PHH MORTGAGE CORPORATION,30275,Not Available,Not Available,Not Available,3027509990,3027510497,Hecm for Refinance,Adjustable,1.64,182368,328000,2021,11
PA,BUCKS,DOYLESTOWN,18901,REVERSING PA MORTGAGE LLC,Not Available,REVERSE MORTGAGE FUNDING LLC,31180,REVERSING PA MORTGAGE LLC,1142500001,3118000005,Hecm Traditional,Fixed,3.06,222400,400000,2021,11
PA,BUCKS,LANGHORNE,19047,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.02,264585,465000,2021,11
PA,BUCKS,LANGHORNE,19047,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,3.04,140432,268000,2021,11
PA,BUCKS,LEVITTOWN,19055,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.62,146850,275000,2021,11
PA,BUCKS,LEVITTOWN,19056,AMERICAN ADVISORS GROUP,22823,Not Available,Not Available,Not Available,1142500001,2282300018,Hecm Traditional,Adjustable,2.91,146556,276000,2021,11
